code,description
EDU_audd_3155,"Computational Biomedicine, cand.scient."
EDU_audd_3156,"Product Development and Innovation, cand.polyt."
EDU_audd_3157,"Social Work,European Master"
EDU_audd_3158,"Latinamerikastudier, cand.mag."
EDU_audd_3159,"Amu.mej, pasning af dyr"
EDU_audd_3160,"Internat. virksomhedskommunikation, dansk, cand.mag."
EDU_audd_3161,"Urban Studies, kand."
EDU_audd_3162,"Kognitionsvidenskab, bach."
EDU_audd_3163,"Webkommunikation, cand.it."
EDU_audd_3164,"Informations- og kommunikationsvidenskab, cand.mag."
EDU_audd_3165,"Kuratering, master"
EDU_audd_3166,"Internat. virksomhedskommunikation, arabisk, bach."
EDU_audd_3167,"Tourism management, kand."
EDU_audd_3168,"Cyber Security, cand.polyt."
EDU_audd_3169,"Software Engineering, cand.polyt."
EDU_audd_3170,"Economics and Business Administration - General Management and Analytics, cand.merc."
EDU_audd_3171,"Cognitive Science, bach."
EDU_audd_3172,"Tjekkisk, bach."
EDU_audd_3173,"Bosnisk-kroatisk-serbisk, cand.mag"
EDU_audd_3174,"Cognitive Science, cand.it."
EDU_audd_3175,"Amu.eli, gas- og oliefyrede installationer"
EDU_audd_3176,"Arkitekturens teknik, æstetik og metoder,master"
EDU_audd_3177,"Kvantitativ biologi og sygdomsmodellering, ingeniør bach."
EDU_audd_3178,"Undervisning i tekstildesign og håndværk, prof.bach."
EDU_audd_3179,"Fødevareteknologi (overbygning), prof.bach."
EDU_audd_3180,"Procesteknologi (overbygning), prof.bach."
EDU_audd_3181,"Amu, fri-institutionsforsøg"
EDU_audd_3182,"Radiologisk billeddiagnostik, prof.bach."
EDU_audd_3183,"Stråleterapi, prof.bach."
EDU_audd_3184,"It og elektronik (overbygning), prof.bach."
EDU_audd_3185,"Installation og automation (overbygning), prof.bach."
EDU_audd_3186,"Skole-og fritidspædagogik, prof.bach."
EDU_audd_3187,"Social-og specialpædagogik, prof.bach."
EDU_audd_3188,Erhvervsakademiuddannelse i beredskabsteknik
EDU_audd_3189,"Klinisk diætetik, prof.bach."
EDU_audd_3190,"Ledelse,fødevarer og service, prof.bach."
EDU_audd_3191,"Lifestyle and Health Education, prof.bach."
EDU_audd_3192,"Forsikring og pension, prof.bach."
EDU_audd_3193,"Ejendomshandel, prof.bach."
EDU_audd_3194,"Ejendomsadministration, prof.bach."
EDU_audd_3195,"Økonomistyring, prof.bach."
EDU_audd_3196,"Konstruktion (overbygning), prof.bach."
EDU_audd_3197,"Kommunikation og trend (overbygning), prof.bach."
EDU_audd_3198,"Konceptdesign (overbygning), prof.bach."
EDU_audd_3199,"Retail management (overbygning), prof.bach."
EDU_audd_320,"Pædagogik, ivu (eud)"
EDU_audd_3200,"Business (overbygning), prof.bach."
EDU_audd_3201,"Marketing (overbygning), prof.bach."
EDU_audd_3202,"Entreprenørskab (overbygning), prof.bach."
EDU_audd_3203,"Miljø og etik (overbygning), prof.bach."
EDU_audd_3204,"Produktion (overbygning), prof.bach."
EDU_audd_3205,"E-design (overbygning), prof.bach."
EDU_audd_3206,"Computer graphic Arts, prof.bach."
EDU_audd_3207,"Business Administration and Innovation in Health Care, cand.merc.(sund.)"
EDU_audd_3208,Akademiuddannelse i Automation og drift
EDU_audd_3209,"Sundhedsplejerske,diplomeksamen"
EDU_audd_3210,Driftteknolog offshore
EDU_audd_3211,"Kvalitet og teknologi, bach."
EDU_audd_3212,"Fødevareingeniør, bach."
EDU_audd_3213,"Interaktionsdesign og multimedier(HUM), master"
EDU_audd_3214,"Organisation (SAMF), master"
EDU_audd_3215,"Softwarekonstruktion(TEKNAT), master"
EDU_audd_3216,"Int.forhold. udviklingsstudier, cand.soc"
EDU_audd_3217,"Mekanik og produktion, ing.bach."
EDU_audd_3219,"Geoteknologi, ing.bach."
EDU_audd_3220,"Arkæologi, bach."
EDU_audd_3221,"International kommunikation og multimedier, bach."
EDU_audd_3222,"Information Technology, cand.polyt."
EDU_audd_3223,"Energi management (overbygning), prof.bach."
EDU_audd_3224,"Journalistik, cand.comm."
EDU_audd_3225,"Omsorg, sundhed og pædagogik, Individuel EUD"
EDU_audd_3226,"Kontor, handel og forretningsservice, Individuel EUD"
EDU_audd_3227,"Fødevarer, jordbrug og oplevelser, Individuel EUD"
EDU_audd_3228,"Teknologi, byggeri og transport, Individuel EUD"
EDU_audd_3229,Dyr i zoologiske anlæg
EDU_audd_3230,"Svagstrøm, ing.prof.bach."
EDU_audd_3231,"Fødevarer, jordbrug og oplevelser"
EDU_audd_3232,"Sundhed, omsorg og pædagogik"
EDU_audd_3233,"Kontor, handel og forretningsservice"
EDU_audd_3234,"Teknologi, byggeri og transport"
EDU_audd_3235,Forsøgsdyr
EDU_audd_3236,Dyrehandel
EDU_audd_3237,Hestemanager
EDU_audd_3238,"Salgsassistent , dagligvarer"
EDU_audd_3239,"Salgsassistent , køkken og bad"
EDU_audd_3240,Bank og realkredit
EDU_audd_3241,Liv og Pension
EDU_audd_3242,Skadesforskikring
EDU_audd_3243,Bagværker
EDU_audd_3244,Smørrebrød og catering
EDU_audd_3245,Klargøring og rangering af persontog
EDU_audd_3246,Klargøring og rangering af godstog
EDU_audd_3247,Installationsmontør
EDU_audd_3248,Elektriker 1
EDU_audd_3249,Elektriker 2
EDU_audd_3250,Vvs-installationstekniker
EDU_audd_3251,Alubygger
EDU_audd_3252,Glarmester
EDU_audd_3253,Plastmager med speciale i termoplast
EDU_audd_3254,Plastmager med speciale i hærdeplast
EDU_audd_3255,Specialist i plastproduktion
EDU_audd_3256,Oliefyrstekniker
EDU_audd_3257,Flyelektronik
EDU_audd_3258,Smed (maritim)
EDU_audd_3259,Produktionsleder
EDU_audd_3260,Agrarøkonom
EDU_audd_3261,"Energi og Miljø, diplomuddannelse"
EDU_audd_3262,Buschauffør
EDU_audd_3263,Buschauffør i kollektiv trafik
EDU_audd_3264,Kørselsdisponent
EDU_audd_3265,Turistbuschauffør
EDU_audd_3266,Kørselsdisponent
EDU_audd_3267,Lastbilchauffør med kran
EDU_audd_3268,Kranfører
EDU_audd_3269,Kørselsdisponent
EDU_audd_3270,Gartnerassistent
EDU_audd_3271,Væksthusgartner
EDU_audd_3272,"Klassisk filologi, bach."
EDU_audd_3273,"Klassisk filologi, cand.mag."
EDU_audd_3274,"Laboratorieteknologi (overbygning), prof.bach."
EDU_audd_3275,"B1-flytekniker, mekanik"
EDU_audd_3276,"Jordbrugsøkonomi (overbygning), prof.bach."
EDU_audd_3277,"E-handel (overbygning), prof.bach."
EDU_audd_3278,"Finansielle forretninger, prof.bach."
EDU_audd_3279,"Public Health Nutrition and food Policy, prof.bach."
EDU_audd_3280,"Sundhedsfremme, forebyggelse og formidling, prof.bach."
EDU_audd_3281,"AMU. adm, praktisk myndighedsudøvelse"
EDU_audd_3282,"Dagtilbudspædagogik, prof.bach."
EDU_audd_3283,"Udvikling af produkter og produktion (overbygning), prof.bach."
EDU_audd_3284,"Nuklearmedicinsk billeddiagnostik, prof.bach."
EDU_audd_3285,"Amu.træ, møbelproduktion, halvfabrikata, bygningskomponenter mv."
EDU_audd_3286,"Jordbrugsbiologi (overbygning), prof.bach."
EDU_audd_3287,"Amu.trp, klargøring af og tunnelkørsel med togmateriel"
EDU_audd_3288,"Formidling af tekstildesign og håndværk i kulturel kontekst, prof.bach."
EDU_audd_3289,"Karakteranimation, prof.bach."
EDU_audd_3290,"Design (overbygning), prof.bach."
EDU_audd_3291,"Amu.ind, fremstilling af præcisionsprint og automatisk produktion"
EDU_audd_3292,Buschauffør
EDU_audd_3293,Buschauffør i kollektiv trafik
EDU_audd_3294,Kørselsdisponent
EDU_audd_3295,Turistbuschauffør
EDU_audd_3296,Kørselsdisponent
EDU_audd_3297,Lastbilchauffør med kran
EDU_audd_3298,Kranfører
EDU_audd_3299,Kørselsdisponent
EDU_audd_3300,Gartnerassistent
EDU_audd_3301,Væksthusgartner
EDU_audd_3302,Planteskolegartner
EDU_audd_3303,Havecentergartner
EDU_audd_3304,"Erhvervsøkonomi, bach."
EDU_audd_3305,Akademiuddannelse i VVS-installation
EDU_audd_3306,Akademiuddannelse i EL-installation
EDU_audd_3307,"Interkulturelle markedsstudier, cand.ling.merc."
EDU_audd_3308,"Hovedpinesygdomme, master"
EDU_audd_3309,"Lægemiddelregistrering, master"
EDU_audd_3310,"Intercultural Studies, French, cand.ling.merc."
EDU_audd_3311,"Interkulturelle studier i italiensk, cand.ling.merc."
EDU_audd_3312,"Interkulturelle studier i latinamerikastudier, cand.ling.merc."
EDU_audd_3313,"Intercultural Studies in Latin America and Spain, cand.ling.merc."
EDU_audd_3314,"Globale områdestudier, cand. mag."
EDU_audd_3315,"Intercultural Studies, German, cand.ling.merc."
EDU_audd_3316,"Designledelse, diplomuddannelse"
EDU_audd_3317,Master of Arts (MA) in Media Arts Cultures
EDU_audd_3318,"Intercultural Studies, cand.ling.merc."
EDU_audd_3319,Arbejdsmarkedsrettet Dansk
EDU_audd_3320,Akademiuddannelse i Hygiejne og rengøringsteknik
EDU_audd_3321,Gæstestuderende
EDU_audd_3322,Åben uddannelse
EDU_audd_3323,"1.år, HHX 2-årig"
EDU_audd_3324,"2.år, HHX 2-årig"
EDU_audd_3325,Erhvervsuddannelse uden nærmere angivelse (EUX)
EDU_audd_3326,"IT-software, kand."
EDU_audd_3327,"Kommunikation, bach."
EDU_audd_3328,"Biotechnology, ing.prof.bach."
EDU_audd_3329,"Folkeskolelærer,bach."
EDU_audd_3330,"Teknisk, cand.scient.tech."
EDU_audd_3331,"Operations Management, civilingeniør cand.polyt"
EDU_audd_3332,"Supply Chain Development, civilingeniør cand.polyt."
EDU_audd_3333,"Kemi- og bioteknik, ing.prof.bach."
EDU_audd_3334,"Religion studier/religionsvidenskab, cand.mag."
EDU_audd_3335,"Kommunikation og digitale medier, bach."
EDU_audd_3336,"Audiologopædi, cand.mag."
EDU_audd_3337,"Kultur og kulturformidling, cand.mag."
EDU_audd_3339,"Kunsthistorie, bach."
EDU_audd_3340,"Computer Engineering, cand.polyt."
EDU_audd_3341,"Technical Geology, cand.scient.tech."
EDU_audd_3342,"Datalogi, bach."
EDU_audd_3343,"Audiologopædi, bach."
EDU_audd_3344,"Biosystemteknologi, cand.polyt."
EDU_audd_3345,"Fødevareteknologi, cand.polyt."
EDU_audd_3346,"Ruslandstudier, bach."
EDU_audd_3347,"IT Product Development, cand.scient."
EDU_audd_3348,"Politik og forvaltning, cand.scient.adm."
EDU_audd_3349,"Informatik, cand.mag."
EDU_audd_3350,Akademiuddannelse i Byggekoordination
EDU_audd_3351,Akademiuddannelse i Byggeteknologi
EDU_audd_3352,Akademiuddannelse i Miljøteknologi
EDU_audd_3353,"Engineering (General Engineering), ing.bach."
EDU_audd_3354,"Quantitative Biology and Disease Modelling, cand.polyt."
EDU_audd_3355,"Bioteknologi (engelsk), ing.prof.bach."
EDU_audd_3356,"Østeuropastudier, bach."
EDU_audd_3357,"Forretningsudvikling, ing.prof.bach."
EDU_audd_3358,"Natur og miljø (overbygning), prof.bach."
EDU_audd_3359,"Landskab og anlæg (overbygning), prof.bach."
EDU_audd_3360,"Planteproduktion (overbygning), prof.bach."
EDU_audd_3361,"Husdyrproduktion (overbygning), prof.bach."
EDU_audd_3362,"Jordbrugsøkonomi og ledelse (overbygning), prof.bach."
EDU_audd_3363,"Business Administration and Data Science, cand.merc."
EDU_audd_3364,"Amu.eli, køleautomatik og varmepumper"
EDU_audd_3365,"Amu.eli, maritime el-installationer"
EDU_audd_3366,"Miljøkemi og forvaltning, AO"
EDU_audd_3367,"Klimatilpasning, AO"
EDU_audd_3368,"Teknisk videnskab (ingeniørvidenskab), bach."
EDU_audd_3369,"Kognitions- og datavidenskab, bach."
EDU_audd_3370,"Teknisk videnskab (cyber- og computerteknologi), bach."
EDU_audd_3371,"Mechanical Engineering, bach."
EDU_audd_3372,"Mechanical Engineering, cand.polyt."
EDU_audd_3373,"Mekanik, ing.bach."
EDU_audd_3374,"Mekanik, cand.polyt."
EDU_audd_3375,"Data stewardship, AO"
EDU_audd_3376,"Business, Asian Language and Culture - Japanese, bach."
EDU_audd_3377,"Quantum Information Science, cand.scient."
EDU_audd_3378,"Jura (SDU), cand.jur."
EDU_audd_3379,"Jura, bach."
EDU_audd_3380,"Kulturforståelse, cand.mag."
EDU_audd_3381,"Semiotik, cand.mag."
EDU_audd_3382,"Population Studies, cand.scient.dem."
EDU_audd_3383,"Natur og jordbrugsproduktion, prof.bach."
EDU_audd_3384,"Almen ingeniørvidenskab, ing.bach."
EDU_audd_3385,"Folkesundhedsvidenskab, cand.scient.san.publ"
EDU_audd_3386,"Kognitiv semiotik, cand.mag."
EDU_audd_3387,"Kemi og bioteknologi, ing.bach."
EDU_audd_3388,"Chemistry-biotechnology, ing.bach."
EDU_audd_3389,"Didaktik (æstetik), cand.pæd."
EDU_audd_339,"Handel/kontor, ivu (eud)"
EDU_audd_3390,"Economics and Business Administration in Finance and Strategic Management, cand.merc."
EDU_audd_3391,"Economics and Business Administration in Strategy, Organization and Leadership, cand.merc."
EDU_audd_3392,"Economics and Business Administration in Supply Chain Management, cand.merc."
EDU_audd_3393,"Economics and Business Administration in Accounting, Strategy and Control, cand.merc."
EDU_audd_3394,"Erhvervsøkonomi i økonomisk markedsføring, cand.merc."
EDU_audd_3395,"Erhvervsøkonomi i finansiering og regnskab, cand.merc."
EDU_audd_3396,"Economics and Business Administration in Finance and Investments, cand.merc."
EDU_audd_3397,"Economics and Business Administration in Management of Innovation and Business Develop, cand.merc."
EDU_audd_3398,"Economics and Business Administration in Sales Management, cand.merc."
EDU_audd_3399,"Economics and Business Administration in People and Business Development, cand.merc."
EDU_audd_3400,"Medicin, bach."
EDU_audd_3401,"Fødevarer, jordbrug og oplevelser (grundforløb plus)"
EDU_audd_3402,"Omsorg, sundhed og pædagogik (grundforløb plus)"
EDU_audd_3403,"Kontor, handel og forretningsservice (grundforløb plus)"
EDU_audd_3404,"Teknologi, byggeri og transport (grundforløb plus)"
EDU_audd_3405,"Global ledelse og design af produktionsnetværk (GMM), ing.prof.bach."
EDU_audd_3406,"Elektrisk energiteknologi, ing.prof.bach."
EDU_audd_3407,"Kemi og bioteknologi, ing.prof.bach."
EDU_audd_3408,"Maskinteknik, ing.prof.bach."
EDU_audd_3409,"Produktion (Produktionsteknik), ing.prof.bach."
EDU_audd_3410,"Softwareteknologi, ing.prof.bach."
EDU_audd_3411,"Mechanical Engineering, ing.prof.bach."
EDU_audd_3412,"Statskundskab, bach."
EDU_audd_3413,"HA almen erhvervsøkonomi, bach."
EDU_audd_3414,"HA almen erhvervsøkonomi, bach."
EDU_audd_3415,"HA almen erhvervsøkonomi, bach."
EDU_audd_3416,"HA almen erhvervsøkonomi, bach."
EDU_audd_3417,"Economics and Business Administration, bach."
EDU_audd_3418,"Economics and Business Administration, bach."
EDU_audd_3419,"Economics and Business Administration, bach."
EDU_audd_3420,"Robotteknologi, ing.bach."
EDU_audd_3421,"Datalogi, bach."
EDU_audd_3422,"Audiologopædi, bach."
EDU_audd_3423,"HA(jur.) erhvervsøkonomi-jura, bach."
EDU_audd_3424,"International virksomhedskommunikation, engelsk, bach."
EDU_audd_3425,"International virksomhedskommunikation, engelsk, bach."
EDU_audd_3426,"International virksomhedskommunikation, engelsk, bach."
EDU_audd_3427,"International virksomhedskommunikation, tysk, bach."
EDU_audd_3428,"Medievidenskab, bach."
EDU_audd_3429,"Engelsk, bach."
EDU_audd_3430,"Filosofi, bach."
EDU_audd_3431,"Historie, bach."
EDU_audd_3432,"Litteraturvidenskab, bach."
EDU_audd_3433,"Dansk, bach."
EDU_audd_3434,"Tysk sprog, litteratur og kultur, bach."
EDU_audd_3435,"Religion studier/Religionsvidenskab, bach."
EDU_audd_3436,"Økonomi, bach."
EDU_audd_3437,"Jura, bach."
EDU_audd_3438,"Samfundsfag, bach."
EDU_audd_3439,"Psykologi, bach."
EDU_audd_3440,"Farmaci, bach."
EDU_audd_3441,"Folkesundhedsvidenskab, bach."
EDU_audd_3442,"Matematik og økonomi, bach."
EDU_audd_3443,"Kemi, bach."
EDU_audd_3444,"Fysik, bach."
EDU_audd_3445,"Matematik, bach."
EDU_audd_3446,"Biologi, bach."
EDU_audd_3447,"Idræt/Idræt og sundhed, bach."
EDU_audd_3448,"Erhvervsøkonomi, cand.merc."
EDU_audd_3449,"Erhvervsøkonomi, cand.merc."
EDU_audd_3450,"Economics and Business Administration, cand.merc."
EDU_audd_3451,"Economics and Business Administration, cand.merc."
EDU_audd_3452,"Economics, cand.oecon."
EDU_audd_3453,"Jura, cand.jur."
EDU_audd_3454,"Statskundskab, cand.scient.pol."
EDU_audd_3455,"Computer Science, cand.scient."
EDU_audd_3456,"Chemistry, cand.scient."
EDU_audd_3457,"Mathematics, cand.scient."
EDU_audd_3458,"Physics, cand.scient."
EDU_audd_3459,"Matematik-økonomi, cand.scient.oecon."
EDU_audd_3460,"Biology, cand.scient."
EDU_audd_3461,"Audiologopædi, cand.mag."
EDU_audd_3462,"Robotics, cand.polyt."
EDU_audd_3463,"Electronics, cand.polyt."
EDU_audd_3464,"Electronics, cand.polyt."
EDU_audd_3465,"Revision, cand.merc.aud."
EDU_audd_3466,"Dansk, cand.mag."
EDU_audd_3467,"Pædagogik, cand.mag."
EDU_audd_3468,"Tysk sprog, litteratur og kultur, cand.mag."
EDU_audd_3469,"Filosofi, cand.mag."
EDU_audd_3470,"Historie, cand.mag."
EDU_audd_3471,"Medievidenskab, cand.mag."
EDU_audd_3472,"Litteraturvidenskab, cand.mag."
EDU_audd_3473,"Religion studier/Religionsvidenskab, cand.mag."
EDU_audd_3474,"Journalistik, cand.public."
EDU_audd_3475,"Samfundsfag, cand.soc."
EDU_audd_3476,"Psykologi, cand.psych."
EDU_audd_3477,"Medicin, cand.med."
EDU_audd_3478,"Medicin, cand.med."
EDU_audd_3479,"Sundhedsfaglig kandidatuddannelse, cand.scient.san."
EDU_audd_3480,"Farmaci, cand.pharm."
EDU_audd_3481,"Medicinal Chemistry, cand.scient."
EDU_audd_3482,"Idræt/Idræt og sundhed, cand.scient."
EDU_audd_3483,"Global Management and Manufacturing, ing.prof.bach."
EDU_audd_3484,"Economics and Business Administration, cand.merc."
EDU_audd_3485,"Supply Chain Digitalisation, cand.polyt."
EDU_audd_3486,"Economics and Business Administration, cand.merc."
EDU_audd_3487,"Lingvistik, cand.mag."
EDU_audd_3488,"Linguistics, cand.mag."
EDU_audd_3489,"Molekylær medicin, cand.scient."
EDU_audd_3490,"Molecular Biomedicine, cand.scient."
EDU_audd_3491,"Software Engineering, cand.polyt."
EDU_audd_3492,"Interactive Technology, cand.polyt."
EDU_audd_3493,"Artificial Intelligence, cand.scient."
EDU_audd_3494,"Artificial Intelligence, cand.scient."
EDU_audd_3495,"Computer Science, cand.scient."
EDU_audd_3496,"Interactive Technology Engineering, ing.bach."
EDU_audd_3497,"Software Engineering, ing.bach."
EDU_audd_3498,"Artificial Intelligence, bach."
EDU_audd_3499,"Computer Science, bach."
EDU_audd_353,"Bygge/anlæg, ivu (eud)"
EDU_audd_3535,"International Food Quality and Health, cand.scient."
EDU_audd_354,"Jern/metal, ivu (eud)"
EDU_audd_355,"Grafisk, ivu (eud)"
EDU_audd_358,"Teknik/industri i øvrigt, ivu (eud)"
EDU_audd_3594,"Amu.soc, Omsorg og pleje i det kommunale sundhedsvæsen"
EDU_audd_3595,"Amu.bai, Erhvervsdykning i bygge- og anlægsbranchen"
EDU_audd_3596,"Amu.ind, Produktion af levnedsmidler, nydelsesmidler, foder"
EDU_audd_3597,Afsluttet studiekompetenceforløb
EDU_audd_3598,Afsluttet grundforløb
EDU_audd_3599,"Amu.trp, transportoptimering"
EDU_audd_360,"Service, ivu (eud)"
EDU_audd_3600,"Amu.adm, administration og assistance i sundhedssektoren"
EDU_audd_3601,"Amu.met, transportteknisk område"
EDU_audd_3602,"Amu.bai, anvendelse af entreprenørmateriel"
EDU_audd_3603,"Amu.met, automatik- og procesteknisk område"
EDU_audd_3604,"Amu.met, flyteknisk område"
EDU_audd_3605,"Amu.bai, maling og overfladebehandling bygninger m.v."
EDU_audd_3606,"Amu.met, guld- og sølvsmedeområdet"
EDU_audd_3607,"Amu.adm, IKT-administration og vedligeholdelse"
EDU_audd_3608,"Amu.ind-met, skibsbygningstekniske område"
EDU_audd_3609,"Amu.adm, foto-, film-, tv- og redaktionel produktion"
EDU_audd_3610,"Amu.met, smedeteknisk område"
EDU_audd_3611,"Amu.bai, spildevandsbehandling"
EDU_audd_3612,"Amu.adm, detailhandel"
EDU_audd_3613,"Amu.adm, produktion af trykt og digital kommunikation"
EDU_audd_3614,"Amu.adm, handel og logistik"
EDU_audd_3615,"Amu.bai, stilladsmontage"
EDU_audd_3616,"Amu.adm, spedition og shipping"
EDU_audd_3617,"Amu.adm, offentlig forvaltning og sagsbehandling"
EDU_audd_3618,"Amu.adm, administration"
EDU_audd_3619,"Amu.adm, viden- og forretningsservice"
EDU_audd_3620,"Amu.adm, turist og rejse"
EDU_audd_3621,"Amu.bai, tagdækning o.lign. med tagpap, membraner og folier"
EDU_audd_3622,"Amu.ind-met, støberiteknisk område"
EDU_audd_3623,"Amu.adm, ledelse"
EDU_audd_3624,"Amu.met, maskin- og værktøjsområdet"
EDU_audd_3625,"Amu.bai, vejbygning og belægninger"
EDU_audd_3626,"Amu.met, elektronik- og svagstrømsteknisk område"
EDU_audd_3627,"Amu.met, data- og kommunikationsteknisk område"
EDU_audd_3628,"Amu.adm, finansiel rådgivning og forsikring"
EDU_audd_3629,"Amu.soc, pædagogisk arbejde med børn og unge"
EDU_audd_3630,"Amu.adm, forsikring og pension"
EDU_audd_3631,"Amu.bai, anlægskonstruktioner og råhuse"
EDU_audd_3632,"Amu.lev, industrislagtning og forædling af kødprodukter"
EDU_audd_3633,"Amu.bai, boringer på land og jordbundsundersøgelser"
EDU_audd_3634,"Amu.lev, detailforarbejdning og forædling af ferskvarer"
EDU_audd_3635,"Amu.mej, maskiner og teknik landbruget"
EDU_audd_3636,"Amu.srv, ejendomsservice"
EDU_audd_3637,"Amu.bai, aptering af bygninger mv."
EDU_audd_3638,"Amu.lev, reception-servering-service"
EDU_audd_3639,"Amu.bai, nedrivning og affaldshåndtering"
EDU_audd_3640,"Amu.mej, planteproduktion i landbruget"
EDU_audd_3641,"Amu.mej, husdyrproduktion i landbruget"
EDU_audd_3642,"Amu.mej, pasning af zoodyr, hobbydyr og fisk"
EDU_audd_3643,"Amu.bai, kloakering"
EDU_audd_3644,"Amu.bai, isolering af tekniske anlæg"
EDU_audd_3645,"Amu.bai, projektering, sagsbeh., reg. og teknisk salg"
EDU_audd_3646,"Amu.mej, produktion og pakning mejeriprodukter"
EDU_audd_3647,"Amu.lev, brød-, kage-, dessert- og konfekturefremstilling"
EDU_audd_3648,"Amu.ind, laboratorieservice"
EDU_audd_3649,"Amu.lev, madfremstilling - institutionskøkkener"
EDU_audd_3650,"Amu.ind-met, svejsning og termisk skæring i metal"
EDU_audd_3651,"Amu.met, teknisk design og tegning i industrien"
EDU_audd_3652,"Amu.eli, elektrisk automation på aut.- maskiner og anlæg"
EDU_audd_3653,"Amu.eli, elevatorteknik"
EDU_audd_3654,"Amu.eli, el-forsyningsanlæg"
EDU_audd_3655,"Amu.eli, bygningers el-installationer og antennemontage"
EDU_audd_3656,"Amu.eli, service på hvidevare- og køleautomatik"
EDU_audd_3657,"Amu.eli, intelligente bygningsinstallationer og CTS-anlæg"
EDU_audd_3658,"Amu.eli, sikrings- og alarmteknik"
