code,spec6_txt,spec4_txt,spec3_txt
035006,ct-scan.ekst.m.iv.ko,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035007,ct-scan.thorax.u.iv,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035008,ct-scan.thorax.m.iv,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035009,ct-scan.abdomen u.iv,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035010,ct-scan.abdomen m.iv,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035011,mr.scan.hjern.u.kont,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035012,mr-scan.hjern.m.kont,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035013,mr-scan.ryg.u.kontra,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035014,mr-scan.ryg.m.kontra,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035015,mr-scan.ekstr.u.kont,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035016,mr-scan.ekstr.m.kont,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035070,Telefonkonsultation,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035080,Telefonkonsultation,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035081,Møde 1 modul,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035082,Møde 2 moduler,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035083,Møde 3 moduler,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035084,Møde udover 3 modul,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
035310,Tolk ifm. kons.  3,Diagn. Radiologi Kbh,Diagn. Radiologi Kbh
036400,"hånd, håndled (2191)","hånd, håndled (2191)",Diagn. Radiologi Kbh
036401,"kranium, bihul(2192)","hånd, håndled (2191)",Diagn. Radiologi Kbh
036402,"spiserør, mave(2193)","hånd, håndled (2191)",Diagn. Radiologi Kbh
036403,tomogr. af tin(2194),"hånd, håndled (2191)",Diagn. Radiologi Kbh
036404,intrav. chol  (2195),"hånd, håndled (2191)",Diagn. Radiologi Kbh
036405,alm.urografi  (2196),"hånd, håndled (2191)",Diagn. Radiologi Kbh
036406,udv.urografi  (2197),"hånd, håndled (2191)",Diagn. Radiologi Kbh
036407,"hånd, håndled (2291)","hånd, håndled (2191)",Diagn. Radiologi Kbh
036408,"kranium,bihule(2292)","hånd, håndled (2191)",Diagn. Radiologi Kbh
036409,"spiserør, mave(2293)","hånd, håndled (2191)",Diagn. Radiologi Kbh
036410,tomogr.af tind(2294),"hånd, håndled (2191)",Diagn. Radiologi Kbh
036411,intrav. cholan(2295),"hånd, håndled (2191)",Diagn. Radiologi Kbh
037162,Sekret-Gonokok*exp*1,,
040000,Dermato-Venerologi,Dermato-Venerologi,Dermato-Venerologi
040100,Konsultation,Konsultation,Dermato-Venerologi
040105,E-mail konsultation,Konsultation,Dermato-Venerologi
040107,Tlf.rådg.prakt.læge,Konsultation,Dermato-Venerologi
040110,1. Kons.,Konsultation,Dermato-Venerologi
040120,2. Kons.,Konsultation,Dermato-Venerologi
040130,Senere Kons.,Konsultation,Dermato-Venerologi
040161,tillæg for tolk,Konsultation,Dermato-Venerologi
040200,Konsultation,Konsultation,Dermato-Venerologi
040201,Tlf. Kons.,Konsultation,Dermato-Venerologi
040205,E-mail kons,Konsultation,Dermato-Venerologi
040206,tlf. rådgivning,Konsultation,Dermato-Venerologi
040207,Tlf.rådg.prakt.læge,Konsultation,Dermato-Venerologi
040210,Allerg. 1. Kons.,Konsultation,Dermato-Venerologi
040220,Allerg. 2. Kons.,Konsultation,Dermato-Venerologi
040230,Allerg. Senere Kons.,Konsultation,Dermato-Venerologi
040240,Eksem 1. konsult.,Konsultation,Dermato-Venerologi
040250,Eksem 2. konsult,Konsultation,Dermato-Venerologi
040260,Eksem senere konsult,Konsultation,Dermato-Venerologi
040270,Eksem telefonkunsult,Konsultation,Dermato-Venerologi
040275,E-mail kons.,Konsultation,Dermato-Venerologi
040277,Tlf.rådg.prakt.læge,Konsultation,Dermato-Venerologi
040300,Allerg. Tlf. Kons.,Allerg. Tlf. Kons.,Dermato-Venerologi
040301,Allerg. Tlf. Kons.,Allerg. Tlf. Kons.,Dermato-Venerologi
041000,Besøg og Afst.tillæg,Besøg og Afst.tillæg,Besøg og Afst.tillæg
041100,Afstandstillæg,Afstandstillæg,Besøg og Afst.tillæg
041101,Afstandstillæg,Afstandstillæg,Besøg og Afst.tillæg
041400,Besøg,Besøg,Besøg og Afst.tillæg
041401,Besøg,Besøg,Besøg og Afst.tillæg
042000,Tillægsydelser,Tillægsydelser,Tillægsydelser
042100,Tillægsydelser,Tillægsydelser,Tillægsydelser
042101,Biopsi,Tillægsydelser,Tillægsydelser
042102,Intralæsion. injekt.,Tillægsydelser,Tillægsydelser
042103,Scleroser. injekt.,Tillægsydelser,Tillægsydelser
042104,Iontoforese,Tillægsydelser,Tillægsydelser
042105,Lokale røde bade,Tillægsydelser,Tillægsydelser
042106,Rensn. og forb. sår,Tillægsydelser,Tillægsydelser
042107,Beh. ven.skinnebens.,Tillægsydelser,Tillægsydelser
042108,Doppler,Tillægsydelser,Tillægsydelser
042109,Kontr.system.beh.,Tillægsydelser,Tillægsydelser
042161,tolkebistand,Tillægsydelser,Tillægsydelser
042200,Tillægsydelser,Tillægsydelser,Tillægsydelser
042201,Allerg. Cutanprøve,Tillægsydelser,Tillægsydelser
042202,Allerg. Prov.Forsøg,Tillægsydelser,Tillægsydelser
042203,Smears,Tillægsydelser,Tillægsydelser
042300,Scopier,Scopier,Tillægsydelser
042303,Anoscopi,Scopier,Tillægsydelser
042308,Episkopi,Scopier,Tillægsydelser
042400,Kontrol scopier,Kontrol scopier,Tillægsydelser
042403,Kontrol anoscopi,Kontrol scopier,Tillægsydelser
042500,Forbindsstoffer,Forbindsstoffer,Tillægsydelser
042501,Zinklim- & Plastbind,Forbindsstoffer,Tillægsydelser
043000,Operationer,Operationer,Operationer
043100,Incision Cyste    1.,1. Operation,Operationer
043101,Incision Absces   1.,1. Operation,Operationer
043102,Fjern. Svulst Hud 1.,1. Operation,Operationer
043103,Fjern.Svulst exci.1.,1. Operation,Operationer
043104,Fjernelse Negl    1.,1. Operation,Operationer
043105,Laserbehandling,1. Operation,Operationer
043106,Pinch-graft transpl.,1. Operation,Operationer
043107,Hårtransplantation,1. Operation,Operationer
043108,Incisionsbiopsi,1. Operation,Operationer
043109,Mult.akt.keratoser,1. Operation,Operationer
043200,Incision Cyste  Flg.,Følgende Operationer,Operationer
043201,Incision Absces Flg.,Følgende Operationer,Operationer
043202,Fjern. Svulst   Flg.,Følgende Operationer,Operationer
043203,Fjern.Svulst exci.Fg,Følgende Operationer,Operationer
043204,Fjernelse Negl  Flg.,Følgende Operationer,Operationer
043208,"Incisionsbiopsi, flg",Følgende Operationer,Operationer
043209,Multiple akt. flg op,Følgende Operationer,Operationer
044000,Forbindsstoffer,Forbindsstoffer,Forbindsstoffer
044102,Ukendt,Dermatoveneralogi ukendt,Dermatoveneralogi ukendt
045000,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045001,Tjærebade          .,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045002,Røde bade,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045003,Klidbade,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045004,Beh melanonpati.A65,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045005,1. kons. incl. test,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045006,Overlæbe pr. behandl,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045007,Hage/hals pr. beh.,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045008,Hele ansigtet pr.beh,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045009,Ansigt/hals pr.beh,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045010,1.kons.incl.test,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045011,Overlæbe,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045012,Hage/Hals,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045013,Hele ansigtet,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045014,Ansigt og hals,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045015,forus. §3 aft. Vejle,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045016,laserbeh.vorter §3,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045017,laserbeh.karsprængn.,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045018,laserbeh.røde moderm,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045019,PDT-beh. cancerpt.,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045020,PDT-beh. vortept.,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045021,PDT-cancer,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045022,PDT-vorter,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045023,PDT-cancer Kbh.k,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045024,Laserbeh.karsygd.hud,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045025,Teledermatologi,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045026,Botox beh. amt 65,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045027,Laserbeh.spider a60,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045028,Laserbeh. kelo. a60,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045030,fj. uønsk.hårvækst,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045031,fj. karforandringer,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045032,fj. pigmentforandr.,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045033,fj. skæm. tatovering,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045034,beh.pat.svedtendens,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045035,1.kons inc.test a20,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045036,"overlæbe, amt20",Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045037,Hage/hals amt20,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045038,Hele ansigtet a20,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045039,Ansigt/hals a20,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045040,rhino Phyma,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045041,Syringiomer,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045042,Liniært verrukøst ep,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045043,Hidrpsadenitis,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045044,Condyloma acuminatum,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045045,Acne cicatrix,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045046,ribe amt,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045047,ribe amt,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045048,Karmodermærker,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045049,ribe amt,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045050,venero.1.kons. a80,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045051,venero.2.kons. a80,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045052,venero.senere.kons,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045053,venero.tlf.kons.a80,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045054,smittesporing a80,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045055,Ribe Amt,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045056,smittesporing a80,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045057,Ribe Amt,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045058,Ribe Amt,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045059,Ribe Amt,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045060,Ribe Amt,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045061,Ribe Amt,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045062,Ribe Amt,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045063,Ribe Amt,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045064,Ribe Amt,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045070,Telefonkonsultation,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045071,1.kons. viborg amt,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045072,2. og efterf. Viborg,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045073,Udlån app. Viborg,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045080,Telefonkonsultation,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045081,Møde 1 modul,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045082,Møde 2 moduler,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045083,Møde 3 moduler,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045084,Møde udover 3 modul,Tillægsyd. Rammeaft.,Tillægsyd. Rammeaft.
045100,Visitation Rammeaft.,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045101,Visit. kautionsbeg.,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045102,Visit. indkald. pat.,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045110,Naevus flammeus R81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045111,Teleangiektasier R81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045112,Hæmangioner R81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045113,Hirsutisme R81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045114,Vorter R81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045115,Tatoveringer R 81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045116,Kon.pigment.nævi R81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045117,Syringomer R81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045118,Xanthelasmata R81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045119,Ver.epid. nævi R81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045120,Mb Bowen R81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045121,Kondylomer R81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045122,Hidrosadentis R81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045123,Dermatorisk beh. R81,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045125,1.kons digi.foto a35,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045126,2.kons digi.foto a35,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045127,senere kons.dig.foto,Visitation Rammeaft.,Tillægsyd. Rammeaft.
045200,Zinklim-og plas.bind,Zinklim-og plas.bind,Tillægsyd. Rammeaft.
045201,Zinklim-og plas.bind,Zinklim-og plas.bind,Tillægsyd. Rammeaft.
045210,Knæoperation  3A15,Zinklim-og plas.bind,Tillægsyd. Rammeaft.
045235,Urininkontinens  A80,Zinklim-og plas.bind,Tillægsyd. Rammeaft.
045300,Argonlaser Pg.3  A15,Argonlaser Pg.3  A15,Tillægsyd. Rammeaft.
045301,Argonlaser Pg.3  A15,Argonlaser Pg.3  A15,Tillægsyd. Rammeaft.
045302,Mål.peri.blodt. 3A15,Argonlaser Pg.3  A15,Tillægsyd. Rammeaft.
045310,1.kons psoriasis A65,Argonlaser Pg.3  A15,Tillægsyd. Rammeaft.
045320,2.kons psoriasis A65,Argonlaser Pg.3  A15,Tillægsyd. Rammeaft.
045330,3.kon psoriasis A65,Argonlaser Pg.3  A15,Tillægsyd. Rammeaft.
045340,4.kon psoriasis A65,Argonlaser Pg.3  A15,Tillægsyd. Rammeaft.
045365,Laserbehandling,Argonlaser Pg.3  A15,Tillægsyd. Rammeaft.
045400,3 Amt35 huddiagn.,3 Amt35 huddiagn.,Tillægsyd. Rammeaft.
045401,1. kons. stk2  3A35,3 Amt35 huddiagn.,Tillægsyd. Rammeaft.
045402,2. kons. stk2  3A35,3 Amt35 huddiagn.,Tillægsyd. Rammeaft.
045403,3. kons. stk2  3A35,3 Amt35 huddiagn.,Tillægsyd. Rammeaft.
045404,T. kons. stk2  3A35,3 Amt35 huddiagn.,Tillægsyd. Rammeaft.
045405,1. kons. stk3 §3A35,3 Amt35 huddiagn.,Tillægsyd. Rammeaft.
045406,2. kons. stk3 §3A35,3 Amt35 huddiagn.,Tillægsyd. Rammeaft.
045407,3. kons. stk3 §3A35,3 Amt35 huddiagn.,Tillægsyd. Rammeaft.
045408,T. kons. stk3 §3A35,3 Amt35 huddiagn.,Tillægsyd. Rammeaft.
045500,3 aftaler i a65,3 aftaler i a65,Tillægsyd. Rammeaft.
045501,Allergi  3A65,3 aftaler i a65,Tillægsyd. Rammeaft.
045502,Allergi  3A65,3 aftaler i a65,Tillægsyd. Rammeaft.
045503,Allergi  3A65,3 aftaler i a65,Tillægsyd. Rammeaft.
045504,Allergi  3A65,3 aftaler i a65,Tillægsyd. Rammeaft.
045510,1. kons.§3 digi.foto,3 aftaler i a65,Tillægsyd. Rammeaft.
045511,2. kons. 3 digi.foto,3 aftaler i a65,Tillægsyd. Rammeaft.
045512,Sen.kons. 3 dig.foto,3 aftaler i a65,Tillægsyd. Rammeaft.
045520,Tlf. rådgivning,3 aftaler i a65,Tillægsyd. Rammeaft.
045600,3 aft. Amt15 derm.,3 aft. Amt15 derm.,Tillægsyd. Rammeaft.
045601,1. konsultation,3 aft. Amt15 derm.,Tillægsyd. Rammeaft.
045602,Senere konsultation,3 aft. Amt15 derm.,Tillægsyd. Rammeaft.
045604,Laserskud,3 aft. Amt15 derm.,Tillægsyd. Rammeaft.
045611,Overlæbe pr. beh.,3 aft. Amt15 derm.,Tillægsyd. Rammeaft.
045612,Hage/Hals pr. beh.,3 aft. Amt15 derm.,Tillægsyd. Rammeaft.
045613,Hele ansigtet pr. be,3 aft. Amt15 derm.,Tillægsyd. Rammeaft.
045614,Ansigt+hals pr. beh,3 aft. Amt15 derm.,Tillægsyd. Rammeaft.
045615,brystk. ifm.kønsskif,3 aft. Amt15 derm.,Tillægsyd. Rammeaft.
045700,3 Amt 13,3 Amt 13,Tillægsyd. Rammeaft.
045710,Tolk ifm. kons.  3,3 Amt 13,Tillægsyd. Rammeaft.
045720,3 A13: Eksem-udredn,3 Amt 13,Tillægsyd. Rammeaft.
045721,1. konsultation,3 Amt 13,Tillægsyd. Rammeaft.
045722,2. konsultation,3 Amt 13,Tillægsyd. Rammeaft.
045723,Senere konsultation,3 Amt 13,Tillægsyd. Rammeaft.
045724,Telefonkonsultation,3 Amt 13,Tillægsyd. Rammeaft.
046000,Venero. Konsultation,Venero. Konsultation,Venero. Konsultation
046100,Venero. Konsultation,Venero. Konsultation,Venero. Konsultation
046110,Venero. 1. Kons.,Venero. Konsultation,Venero. Konsultation
046120,Venero. 2. Kons.,Venero. Konsultation,Venero. Konsultation
046130,Venero. Senere Kons.,Venero. Konsultation,Venero. Konsultation
046200,Venero. Tlf. Kons.,Venero. Tlf. Kons.,Venero. Konsultation
046201,Venero. Tlf. Kons.,Venero. Tlf. Kons.,Venero. Konsultation
046205,E-mail konsultation,Venero. Tlf. Kons.,Venero. Konsultation
046207,Tlf.rådg.prakt.læge,Venero. Tlf. Kons.,Venero. Konsultation
046300,Venero. Smitteopsp.,Venero. Smitteopsp.,Venero. Konsultation
046301,Smitteopsporing,Venero. Smitteopsp.,Venero. Konsultation
047000,Lab. Undersøgelser,Lab. Undersøgelser,Lab. Undersøgelser
047100,Lab. undersøgelser,Lab. undersøgelser,Lab. Undersøgelser
047103,Blodpr. Exp        1,Lab. undersøgelser,Lab. Undersøgelser
047136,B-Glukose *ej Stix*4,Lab. undersøgelser,Lab. Undersøgelser
047139,Blodpr. Ekg I Hjem 6,Lab. undersøgelser,Lab. Undersøgelser
047151,U-Methylketon      1,Lab. undersøgelser,Lab. Undersøgelser
047152,F-blod,Lab. undersøgelser,Lab. Undersøgelser
047153,U-Hemoglobin       1,Lab. undersøgelser,Lab. Undersøgelser
047154,Pt-Kapilærblødning 1,Lab. undersøgelser,Lab. Undersøgelser
047155,Pt-Ekg  3 Ext.Afl. 6,Lab. undersøgelser,Lab. Undersøgelser
047156,Pt-Ekg  3ext.3præ. 9,Lab. undersøgelser,Lab. Undersøgelser
047157,Fpt-Ventrikelsekret2,Lab. undersøgelser,Lab. Undersøgelser
047158,U-Bilirubiner      1,Lab. undersøgelser,Lab. Undersøgelser
047159,B-Glukose *stix*   1,Lab. undersøgelser,Lab. Undersøgelser
047160,U-Glukose          1,Lab. undersøgelser,Lab. Undersøgelser
047161,Sekret-Gonokok*mik*2,Lab. undersøgelser,Lab. Undersøgelser
047162,Sekret-Gonokok*exp*1,Lab. undersøgelser,Lab. Undersøgelser
047165,U-Hormonanal*exp*  1,Lab. undersøgelser,Lab. Undersøgelser
047166,B-Hemoglobin       2,Lab. undersøgelser,Lab. Undersøgelser
047167,Pt-Kapillærresist. 3,Lab. undersøgelser,Lab. Undersøgelser
047168,S-Creatinium       5,Lab. undersøgelser,Lab. Undersøgelser
047169,U-Mikroskopi       3,Lab. undersøgelser,Lab. Undersøgelser
047170,F-Orm  Ormled      1,Lab. undersøgelser,Lab. Undersøgelser
047171,F-Parasit  -Æg     6,Lab. undersøgelser,Lab. Undersøgelser
047172,Analafskr-Oxyurisæg2,Lab. undersøgelser,Lab. Undersøgelser
047173,Oscillometri *2 Ex*6,Lab. undersøgelser,Lab. Undersøgelser
047174,Oscillometri *4ex*10,Lab. undersøgelser,Lab. Undersøgelser
047175,U-Svangersk. Reakt.3,Lab. undersøgelser,Lab. Undersøgelser
047176,U-Protein          1,Lab. undersøgelser,Lab. Undersøgelser
047177,B-Sedimentat.Reakt.2,Lab. undersøgelser,Lab. Undersøgelser
047178,2,Lab. undersøgelser,Lab. Undersøgelser
047179,U-Bakt.*dyrk Park* 3,Lab. undersøgelser,Lab. Undersøgelser
047180,Urinprøvetag Steril4,Lab. undersøgelser,Lab. Undersøgelser
047181,S-Carbamid         3,Lab. undersøgelser,Lab. Undersøgelser
047182,U-Urobilin         3,Lab. undersøgelser,Lab. Undersøgelser
047183,Lunger-Vitalkap.   3,Lab. undersøgelser,Lab. Undersøgelser
047184,B-Differentialtæll.6,Lab. undersøgelser,Lab. Undersøgelser
047185,B-Erytrocyt*volfrk.1,Lab. undersøgelser,Lab. Undersøgelser
047186,B-Leukocyt. *park* 1,Lab. undersøgelser,Lab. Undersøgelser
047187,S-Rheumat.Art.Test 3,Lab. undersøgelser,Lab. Undersøgelser
047188,B-Trombocyt. *park*3,Lab. undersøgelser,Lab. Undersøgelser
047189,U-Bakt.*dyrk Rest*12,Lab. undersøgelser,Lab. Undersøgelser
047190,U-Hb-Glu-Me-Pr Stix1,Lab. undersøgelser,Lab. Undersøgelser
047400,Lab. Us. Dermato.,Lab. Us. Dermato.,Lab. Undersøgelser
047416,Mørkefeltsmikros.  5,Lab. Us. Dermato.,Lab. Undersøgelser
047500,Lab. Us. Dermato.,Lab. Us. Dermato.,Lab. Undersøgelser
047503,Blodprøvetagning   3,Lab. Us. Dermato.,Lab. Undersøgelser
047510,Mikrosk. hudsvamp  5,Lab. Us. Dermato.,Lab. Undersøgelser
047511,Dyrkning hudsvamp 12,Lab. Us. Dermato.,Lab. Undersøgelser
047512,Mikrosk. ufar. sek.3,Lab. Us. Dermato.,Lab. Undersøgelser
047513,Mikrosk. farv. sek.3,Lab. Us. Dermato.,Lab. Undersøgelser
047514,Vaginalsekret stix 1,Lab. Us. Dermato.,Lab. Undersøgelser
047515,Dyrkning gærsvamp 12,Lab. Us. Dermato.,Lab. Undersøgelser
047516,Clamydia forsende. 1,Lab. Us. Dermato.,Lab. Undersøgelser
047517,Urin-svangersk.und.3,Lab. Us. Dermato.,Lab. Undersøgelser
047562,Gonokok forsendel. 1,Lab. Us. Dermato.,Lab. Undersøgelser
047569,Urin-mikroskopi    3,Lab. Us. Dermato.,Lab. Undersøgelser
047572,Analafskr. oxyuria 2,Lab. Us. Dermato.,Lab. Undersøgelser
047580,Urinprøvetag.steril4,Lab. Us. Dermato.,Lab. Undersøgelser
047589,Urin-dyrkning     12,Lab. Us. Dermato.,Lab. Undersøgelser
047590,Urinundersøg. stix 1,Lab. Us. Dermato.,Lab. Undersøgelser
