SEKVENS;KODE;NIVEAU;TITEL;GENERELLE_NOTER;INKLUDERER;INKLUDERER_OGSÅ;EKSKLUDERER;PARAGRAF;MÅLEENHED
763;"96.21.00";2;Drift af frisør- og barbersaloner;;;;;;
764;"96.22.00";2;Skønhedspleje og anden skønhedsbehandling;;;;;;
765;"96.23.00";2;Drift af dagspa, saunaer og dampbade;;;;;;
766;"96.30.00";2;Drift af bedemandsforretninger og begravelsesvæsen;;;;;;
767;"96.40.00";2;Formidlingsaktiviteter inden for personlige serviceydelser;;;;;;
768;"96.91.00";2;Levering af personlige serviceydelser i hjemmet;;;;;;
769;"96.99.00";2;Andre personlige serviceydelser i.a.n.;;;;;;
770;"97.00.00";2;Aktiviteter i husholdninger med ansat medhjælp;;;;;;
771;"98.10.00";2;Private husholdningers produktion af udifferentierede varer til eget brug;;;;;;
772;"98.20.00";2;Private husholdningers produktion af udifferentierede tjenesteydelser til eget brug;;;;;;
773;"99.00.10";2;Ambassaders eksterritoriale aktivitet;;;;;;
774;"99.00.20";2;Andre eksterritoriale organisationers og organers aktiviteter;;;;;;
